event_date,rows,active_users,search,cat,search_to_cart,search_to_ord,cat_to_cart,cat_to_ord,to_cart,to_ord,searches,gmv_search,gmv_cat,gmv,purchasing_rows,positive_gmv_rows
2026-02-02,93646,93646,72973,12869,91986,20918,7080,1051,99066,21969,293848,632599.2524138698,41302.68820797677,673901.9406218466,13153,13153
2026-02-03,94332,94332,73682,13120,93160,21914,7483,1071,100643,22985,302715,650007.9310752515,41441.57559728999,691449.5066725415,13749,13749
2026-02-04,93391,93391,73711,13499,95372,22319,7746,1132,103118,23451,299706,634195.4902421305,47176.70716890761,681372.1974110381,14230,14230
2026-02-05,94361,94361,73451,12645,94878,22765,7280,1263,102158,24028,300666,651341.5539877362,46054.52004867606,697396.0740364123,14108,14108
2026-02-06,90130,90130,70833,12344,88685,21202,6859,1107,95544,22309,280910,619185.5775201531,46838.513750968465,666024.0912711216,13286,13286
2026-02-07,91511,91511,72181,12373,94704,22233,7620,1234,102324,23467,300305,639348.93043629,45413.55331023924,684762.4837465292,13811,13811
2026-02-08,96553,96553,76871,13533,105157,24417,7809,1181,112966,25598,332292,664687.1874019215,46852.202993541985,711539.3903954636,14865,14865
2026-02-09,95083,95083,74489,13051,95012,21916,7321,1109,102333,23025,304631,634449.235890163,46728.94000710115,681178.1758972642,13874,13874
2026-02-10,94016,94016,74498,13983,96534,23762,7293,1151,103827,24913,305280,685259.1230413442,49384.7023152954,734643.8253566397,14560,14560
2026-02-11,95601,95601,74726,13324,96346,23098,7423,1188,103769,24286,305713,672101.2615206507,49841.22533280146,721942.4868534523,14778,14778
2026-02-12,94450,94450,73490,12661,95432,23464,6995,1241,102427,24705,299492,707165.6308395944,50590.81121845651,757756.4420580509,14598,14598
2026-02-13,91293,91293,70752,12473,89719,22225,6810,1187,96529,23412,285454,688465.4409573261,61639.369986303434,750104.8109436296,14100,14100
