experiment_id,canonical_name,family,date,parent_baseline,change,model_family,validation_protocol,comparison_class,cv_score,delta_cv,folds_positive,folds_total,lb_score,runtime,status,evidence_strength,artifacts,duplicate_of,compatible_tags,notes,namespace,local_id,source_family,train_construction,features,target,folds,seeds,hyperparameters,cv_score_numeric,cv_score_report,per_fold_cv,submission,outcome_bucket,relation_type,raw_compatible_tags,reproducibility_status,facts,interpretation,confounders,conflicts,source_report,source_origin,report_sha256,machine_audit_id
team_a_current:EXP-015,Last-fold-only production retrain,train_example_construction,2026-08-11,EXP-014 distribution-head production recipe,use 24 rather than 29 cutoffs for final-fold/test production,LightGBM production retrain,production-only/last-fold construction; no comparable full CV,team_a_current:no_comparable_cv,incomparable_unknown,unknown,unknown,unknown,best_of_two=1.6512012383165489,1216 s,rejected,medium; exact LB-to-file mapping absent,"[""both submission files exist""]",unknown,"[""changes_data_construction""]",Changed train coverage; not comparable to ordinary full-fold CV.,team_a_current,EXP-015,train_example_construction,"Production model trained on the exact last-fold sample: 24 cutoffs 2025-04-03..2025-09-11 satisfying T+30<=2025-10-16, 4,955,174 rows, rather than all 29 clean cutoffs.",Explicitly the same features as S1-DIST.,Explicitly the same dist-head target as S1-DIST.,Training-for-fold cutoff 2025-10-16; no separate new CV fold was run.,42,"Dist head, 250 rounds and all other hyperparameters explicitly the same as S1-DIST; submission variants are standalone F4 and the 0.15/0.30/0.10/0.45 mixture, both leveled to 2.3293.",unknown,incomparable_unknown,unknown,"[""submissions/submission_experimental_f4.csv"",""submissions/submission_experimental_f4_mix.csv""]",negative,canonical,"[""changes_data_construction"",""production_only"",""incomparable""]",production recipe partial,"{""primary_report"":""Two submission CSVs were built. Report gives one score only as the better of the two and no honest full-CV estimate.""}","{""primary_report"":""Rejected after reported LB underperformed EXP-014.""}",Changed train coverage; not comparable to ordinary full-fold CV.,"[""LB 1.6512012383165489 cannot be bound to either submission filename""]",experiments/team_a_current/exp_015_last_fold_only.md,WORKTREE,f6aad1ec71b4c83ce60683f1b8184a589b0ad456e45fee762901e698af2c5932,unknown
team_a_current:EXP-016,Validator calibration and MIX-E11 selection,validation_reproducibility_and_diagnostics,2026-08-11,EXP-014 DIST mix,introduce calibrated 1:2:4:8 wCV/LOFO selection and assess MIX-E11,artifact-only ensemble analysis,4 temporal folds; fold-calibrated wCV with weights 1:2:4:8; LOFO,team_a_current:calibrated_temporal_4fold_wcv_1_2_4_8,candidate_wCV=1.74911; baseline_wCV=1.74948,-0.00038,4,4,1.6510029,unknown,diagnostic_negative_lb,high local; LB author-reported,"[""OOF and submission references exist""]",unknown,"[""changes_ensemble"",""changes_postprocessing"",""same_prediction_source""]","Methodology experiment, no new training; local metric convention differs from EXP-001–015 raw means.",team_a_current,EXP-016,validation_and_ensembles,"No new base-model training; analysis of saved OOF predictions and public-LB records, plus a fixed five-member mixture search and LOFO evaluation.","Existing model predictions E10, E02, E03a, DIST and E11 plus fold/test diagnostics; no new feature matrix is stated.",Per-fold RMSLE on log1p target after optimal log shift; underlying target semantics are not restated.,"2025-09-04, 2025-09-18, 2025-10-02, 2025-10-16 with weights 1:2:4:8; LOFO selects on three folds and evaluates the fourth.",inherited,wCV uses fold-wise calibration and weights 1:2:4:8; mixture weights searched on a 0.05 grid with nonzero E03a insurance required.,unknown,candidate_wCV=1.74911; baseline_wCV=1.74948,available through referenced artifacts; not restated here,submissions/submission_candidate_e11mix.csv,negative,canonical,"[""changes_validation"",""changes_ensemble"",""same_prediction_sources""]",artifact_based,"{""primary_report"":""MIX-E11 improved local wCV and LOFO by about 0.00036-0.00038, but its reported LB did not improve the DIST submission.""}","{""primary_report"":""Report warned not to submit; after later submission, interpreted as calibration/selection mismatch.""}","Methodology experiment, no new training; local metric convention differs from EXP-001–015 raw means.","[""pre-submit 'do not submit' versus later file/LB is a temporal action change, not a numeric contradiction""]",experiments/team_a_current/exp_016_validator_calibration.md,WORKTREE,c4b6edffce1d0f8248ea6b45a6be291ce5b89a9c15b001aafc2cff267339e15a,unknown
team_a_s2:EXP-009,S2-E00 structural aggregation,target_distribution_and_decomposition,2026-08-11,pure Fenton-Wilkinson aggregation,use Sobol QMC lookup for n<=4 and FW for n>=5,analytic/QMC structural aggregator,"simulation accuracy audit, not ML CV",team_a_s2:simulation_or_analytic_check,not_applicable; hybrid verify max_abs_error=0.0054901898,not_applicable,not_applicable,not_applicable,unknown,unknown,accepted_technical,tier2_machine_artifact+primary_report,"[""evidence/worktree_artifacts/team_a_s2/artifacts/s2_aggregation.json and logs exist""]",unknown,"[""changes_target""]",Simulation endpoint is incomparable with RMSLE CV.,team_a_s2,EXP-009,structural_target_aggregation,"not_applicable: numerical aggregation simulation, not a fitted ML experiment",not_applicable: inputs are synthetic lognormal count/value settings n and sigma,numerical approximation of E[log1p(S)] for sums of lognormal values,"not_applicable; audit grid n in {2,3,4}, sigma in {0.8,1.1,1.4}, plus 1000-user Monte Carlo audit",src/config.py; numeric value not stated in report,Sobol QMC lookup for n<=4; Fenton-Wilkinson for n>=5; QN=11 checked against QN=21; independent MC-200k and 10k-sample user audit,unknown,not_applicable; hybrid verify max_abs_error=0.0054901898,not_applicable,none,inconclusive,canonical,"[""changes_target_aggregation"",""technical_prerequisite"",""incomparable""]",high; machine grid and commands present,"{""primary_report"":""Machine JSON confirms FW max error 0.1002666, hybrid MC-200k max error 0.00549019, QN11-vs-QN21 max 1.2888e-11, and pass_grid_001=true.""}","{""primary_report"":""Original pure-FW hypothesis was falsified; hybrid QMC/FW was accepted as the downstream aggregator.""}",Simulation endpoint is incomparable with RMSLE CV.,"[""none; report values match machine artifact""]",experiments/team_a_s2/exp_009_s2_aggregation.md,team-a-strategy-2-impl,82eb7eb040f4fc48eac22281a39b85a19e2ef2a1bd49bf4e766754220b4d21d4,unknown
team_a_s2:EXP-010,S2-E01 count hurdle,target_distribution_and_decomposition,2026-08-11,plain/offset Poisson structural count,add binary hurdle to offset-Poisson count component,LightGBM Poisson plus binary hurdle,single latest fold 2025-10-16 with train-only calibration,team_a_s2:single_fold_protocol,Poisson=1.76579436; hurdle=1.75749468,-0.0082996782,1,1,unknown,unknown,accepted_single_fold,tier2_machine_artifact+primary_report,"[""s2_count_screen.json, s2_poisson_screen.json, s2_hurdle_screen.json and logs exist""]",unknown,"[""changes_model"",""changes_target"",""nested_modification""]","One-fold screen, not full S2 CV.",team_a_s2,EXP-010,count_and_zero_modeling,24 weekly train cutoffs 2025-04-03..2025-09-11; one-block train panel and three-block validation panel; validation 2025-10-16; train-only calibration uses 19 cutoffs 2025-04-03..2025-08-07,unknown,"count of future purchase days n, with binary P(n>0) hurdle and Poisson count component",single validation fold 2025-10-16,src/config.py; numeric value not stated in report,LightGBM 600 rounds; plain versus offset Poisson; binary hurdle; count-screen followed by cv --hurdle --ks 3,unknown,Poisson=1.76579436; hurdle=1.75749468,[1.7574946816459105],none,positive,canonical,"[""changes_target"",""changes_model"",""single_fold"",""nested_modification""]",high for one-fold screen,"{""primary_report"":""Machine artifacts confirm hurdle RMSLE 1.75749468, Poisson 1.76579436, true P0 0.38714 and hurdle predicted P0 0.37904 (-0.810 pp).""}","{""primary_report"":""Offset was treated as neutral; hurdle was accepted for correcting zero mass.""}","One-fold screen, not full S2 CV.","[""unknown""]",experiments/team_a_s2/exp_010_s2_count_hurdle.md,team-a-strategy-2-impl,c450202a0e91618143228e9502573675dff42fa30bc3eace68886a0a1f8cad18,unknown
team_a_s2:EXP-011,S2-E02 EB shrinkage and sigma ablation,calibration_and_postprocessing,2026-08-11,S2 hurdle with K=3,"grid K={1,2,3,5,8,15}; nested sigma selection",structural hurdle with EB shrinkage,two temporal folds 2025-09-18/2025-10-16; nested train-only calibration,team_a_s2:exp-011:comparability_unconfirmed,K1=1.76950379; K2=1.76703708; K3=1.76581759; K5=1.76492425; K8=1.76484592; K15=1.76561190; nested_sigma_final=1.76481286,K5 vs K3=-0.00089334; nested sigma vs fixed selected about -0.00011,K5 vs K3 2/2,2,unknown,unknown,accepted_with_selection_override,tier2_machine_artifact+primary_report,"[""s2_k_grid.json, s2_sigma_ablation.json and logs exist""]",unknown,"[""changes_postprocessing"",""mutually_exclusive"",""nested_modification""]",Two-fold tuning only; exact minimum and chosen production point differ.,team_a_s2,EXP-011,calibration_and_shrinkage,weekly strategy-2 temporal panels with offset-Poisson plus hurdle; validation 2025-09-18 uses 20 train cutoffs 2025-04-03..2025-08-14 and 15 calibration-train cutoffs through 2025-07-10; validation 2025-10-16 uses 24 train cutoffs through 2025-09-11 and 19 calibration-train cutoffs through 2025-08-07,unknown,future purchase-day count plus empirical-Bayes shrunk user purchase value used by the structural GMV aggregator,out-of-time validation cutoffs 2025-09-18 and 2025-10-16,src/config.py; numeric value not stated in report,"LightGBM 600 rounds; K grid {1,2,3,5,8,15}; sigma_scale grid {0.8,0.9,1.0}; hybrid QMC/FW; downstream K=5 with nested sigma choice",unknown,K1=1.76950379; K2=1.76703708; K3=1.76581759; K5=1.76492425; K8=1.76484592; K15=1.76561190; nested_sigma_final=1.76481286,"K5=[1.77350915,1.75633935]; K8=[1.77370726,1.75598459]",none,positive,canonical,"[""changes_postprocessing"",""hyperparameter_sweep"",""nested_modification"",""mutually_exclusive""]",high,"{""primary_report"":""Machine grid has numerical minimum K=8 and selected_k=8, while downstream s2_final.json and full OOF use K=5. K5/K8 differ by only 0.00007832.""}","{""primary_report"":""Author deliberately chose plateau center K=5 and required nested sigma selection.""}",Two-fold tuning only; exact minimum and chosen production point differ.,"[""machine auto-selection selected_k=8 versus documented/final K=5; explicit policy override, not hidden numeric conflict""]",experiments/team_a_s2/exp_011_s2_k_calibration.md,team-a-strategy-2-impl,701f3dea0cd5b1306b80d6beff58552ccde556706ad5843d272cbaf22547c1d2,unknown
team_a_s2:EXP-012,S2-BEST structural standalone,calibration_and_postprocessing,2026-08-11,S1-BEST benchmark and prior S2 screens,"freeze K5+hurdle+nested calibration; run full 4-fold CV, blend/calendar ablations, final fit",LightGBM offset-Poisson+hurdle structural model,4 temporal folds; equal-weight mean/OOF; separate S1 blend ablation,team_a_s2:structural_four_fold_rmsle,mean=1.7683053375; OOF=1.76817 reported,+0.00945 vs S1-BEST report benchmark; blend gain about -0.0001 and rejected,standalone comparison unknown; blend not accepted,4,1.6619324597771563,unknown,accepted_standalone,tier2_machine+experiment_manifest+submission_artifact; LB not platform-independently verified,"[""18 direct S2 machine artifacts plus copied 250k submission; s2_oof_best.json and s2_final.json verify metrics/schema""]",unknown,"[""changes_ensemble"",""changes_model"",""changes_postprocessing"",""changes_representation"",""changes_target"",""nested_modification""]",S1 benchmark is another pipeline/protocol; LB comparison is report-level.,team_a_s2,EXP-012,structural_pipeline,four-fold CV uses weekly train cutoffs from 2025-04-03 with 18/20/22/24 cutoffs ending 2025-07-31/2025-08-14/2025-08-28/2025-09-11; one-block train panel and three-block validation panel; final training uses 29 weekly cutoffs 2025-04-03..2025-10-16,unknown,"structural 30-day GMV prediction from offset-Poisson purchase-day count, binary hurdle, and EB-shrunk purchase value; optimized/evaluated in log1p space","validation cutoffs 2025-09-04, 2025-09-18, 2025-10-02, 2025-10-16",src/config.py; numeric value not stated in report,LightGBM 600 rounds; offset-Poisson plus binary hurdle; EB K=5; final train-only sigma=0.9 and mu_shift=-0.1; calendar alpha=0.5; level=2.3293,unknown,mean=1.7683053375; OOF=1.76817 reported,"[1.781131753110278,1.773509150101967,1.7624638820609013,1.7561165648793744]",submissions/submission_strategy_2.csv; copied artifact exists with SHA256 cab04e8c...,positive,canonical,"[""changes_target"",""changes_model"",""standalone"",""submission_artifact_backed""]","high; artifact, config, checks and submission present","{""primary_report"":""Machine OOF matches four report folds and mean. s2_final verifies 250000 unique users, exact order, no NaN/inf/negative, mean_log1p 2.3293. LB value is report/manifest backed, not platform export backed.""}","{""primary_report"":""Accepted only as standalone S2-BEST; cross-family blend was rejected and S2 remained worse than S1 benchmark.""}",S1 benchmark is another pipeline/protocol; LB comparison is report-level.,"[""manifest rounds LB to 1.6619325; report gives full precision, compatible rounding""]",experiments/team_a_s2/exp_012_s2_best_submission.md,team-a-strategy-2-impl,c535c6a81b5f9f58cdc4c3f4b2ad4936139be67099ba1817163a838b2fd7eba3,unknown
team_b_alt:EXP-001,Alt HGBR baseline,tabular_models_and_feature_engineering,2026-08-11,none,establish multi-cutoff-feature HGBR baseline,HistGradientBoostingRegressor,single validation cutoff 2026-01-15,team_b_alt:single_fold_protocol,1.711195,not_applicable,not_applicable,1,unknown,unknown,baseline,primary_report_only,"[""no team_b_alt machine artifacts or run_metrics rows""]",unknown,"[""changes_data_construction"",""changes_model"",""changes_representation""]",One validation cutoff only; not comparable with core two-fold or later alt protocols.,team_b_alt,EXP-001,tabular_baseline,"concatenated training panels at cutoffs 2025-10-01, 2025-11-01, and 2025-12-01; validation cutoff 2026-01-15; submission test cutoff 2026-02-14","user activity aggregates before cutoff: sums, means, maxima, and 7/14/30/60/120-day windows",future 30-day GMV; HistGradientBoostingRegressor trained on log1p(target),single validation cutoff 2026-01-15,42,"HistGradientBoostingRegressor loss=squared_error, learning_rate=0.05, max_leaf_nodes=31, max_iter=250, l2_regularization=0.05",1.711195,1.711195,[1.711195],unknown,inconclusive,canonical,"[""baseline"",""changes_model"",""single_fold""]","partial; commit/config stated, artifacts absent","{""primary_report"":""Single-cutoff RMSLE1.711195; RMSE244.596747 and MAE65.626454 are auxiliary.""}","{""primary_report"":""Accepted as reproducible branch baseline.""}",One validation cutoff only; not comparable with core two-fold or later alt protocols.,"[""unknown""]",experiments/team_b_alt/exp_001_baseline.md,origin/team-b-strategy-1-impl,4b62cae95e0f53b13b68bbf4650769c52db5bd5bce416285bbd463a45265403f,unknown
team_b_alt:EXP-002,Alt conversion features,tabular_models_and_feature_engineering,2026-08-11,team_b_alt:EXP-001,"add conversion, AOV and GMV-share ratio features",HGBR,single validation cutoff 2026-01-15,team_b_alt:single_fold_protocol,1.710919,-0.000276,1,1,unknown,unknown,accepted_single_fold,primary_report_only,"[""named CSV and metrics absent""]",unknown,"[""changes_model"",""changes_representation"",""potentially_additive""]",One cutoff and missing submission artifact.,team_b_alt,EXP-002,feature_engineering,"training cutoffs 2025-10-01, 2025-11-01, 2025-12-01; validation 2026-01-15; test 2026-02-14","baseline aggregates plus ratio features over all pre-cutoff history and 7/14/30/60/120-day windows: search-to-cart, search-to-order, cart-to-order, average check, and GMV shares",future 30-day GMV with log1p target,single validation cutoff 2026-01-15,42,"HistGradientBoostingRegressor loss=squared_error, learning_rate=0.05, max_leaf_nodes=31, max_iter=250, l2_regularization=0.05",1.710919,1.710919,[1.710919],submissions/exp_002_conversions_hgbr.csv; absent from specified evidence roots,positive,canonical,"[""changes_representation"",""single_fold"",""potentially_additive""]",partial recipe; artifacts missing,"{""primary_report"":""Single-cutoff RMSLE improves0.000276; a submission path is reported without LB.""}","{""primary_report"":""Accepted as new alt baseline feature set.""}",One cutoff and missing submission artifact.,"[""unknown""]",experiments/team_b_alt/exp_002_conversions.md,origin/team-b-strategy-1-impl,29e7e36e67cb36eb4b88957d0eccbd74dcb2bdcbc40324232ccccb29f495822d,unknown
team_b_alt:EXP-003,Alt trend features,temporal_history_and_calendar,2026-08-11,team_b_alt:EXP-001,add recent-vs-previous trend ratios,HGBR,single validation cutoff 2026-01-15,team_b_alt:single_fold_protocol,1.711856,0.000661,0,1,unknown,unknown,rejected,primary_report_only,"[""no machine evidence""]",unknown,"[""changes_representation""]",Broadly related to core EXP-011 but not same pipeline/feature set.,team_b_alt,EXP-003,temporal_features,"training cutoffs 2025-10-01, 2025-11-01, 2025-12-01; validation 2026-01-15","baseline aggregates plus trends for active_days, searches, to_cart, to_ord, gmv: recent-versus-previous 7/14, 30/60, 60/120 and daily ratios 7/30, 14/60, 30/120",future 30-day GMV with log1p target,single validation cutoff 2026-01-15,42,"HistGradientBoostingRegressor loss=squared_error, learning_rate=0.05, max_leaf_nodes=31, max_iter=250, l2_regularization=0.05",1.711856,1.711856,[1.711856],none,negative,canonical,"[""changes_representation"",""single_fold"",""cross_namespace_related""]",partial; commit stated,"{""primary_report"":""Single-cutoff score worsens0.000661.""}","{""primary_report"":""Rejected.""}",Broadly related to core EXP-011 but not same pipeline/feature set.,"[""unknown""]",experiments/team_b_alt/exp_003_trends.md,origin/team-b-strategy-1-impl,290a964df773b6a295eb3b8057d106b4bb5a4a60584f88650004d7523d55e56b,unknown
team_b_alt:EXP-004,Alt recency features,temporal_history_and_calendar,2026-08-11,team_b_alt:EXP-001,add days-since-last action features,HGBR,single validation cutoff 2026-01-15,team_b_alt:single_fold_protocol,1.710617,-0.000578,1,1,unknown,unknown,accepted_single_fold,primary_report_only,"[""no machine evidence""]",unknown,"[""changes_representation"",""potentially_additive""]",One cutoff only.,team_b_alt,EXP-004,feature_engineering,"training cutoffs 2025-10-01, 2025-11-01, 2025-12-01; validation 2026-01-15","baseline aggregates plus days since last search, catalog action, cart, order, GMV, search_to_cart, and cat_to_cart",future 30-day GMV with log1p target,single validation cutoff 2026-01-15,42,"HistGradientBoostingRegressor loss=squared_error, learning_rate=0.05, max_leaf_nodes=31, max_iter=250, l2_regularization=0.05",1.710617,1.710617,[1.710617],unknown,positive,canonical,"[""changes_representation"",""single_fold"",""potentially_additive""]",partial,"{""primary_report"":""Single-cutoff RMSLE improves0.000578.""}","{""primary_report"":""Accepted as useful feature family.""}",One cutoff only.,"[""unknown""]",experiments/team_b_alt/exp_004_recency.md,origin/team-b-strategy-1-impl,d88bb6bf2ab5f9133f2210f2442525246e37b5093624e0da2da454c5276e59d4,unknown
team_b_alt:EXP-005,Alt scale calibration,calibration_and_postprocessing,2026-08-11,team_b_alt:EXP-001,multiply predictions by fixed scale grid,HGBR plus multiplicative postprocessing,single validation cutoff 2026-01-15; scale sweep,team_b_alt:single_fold_protocol,1.672748,-0.038447,1,1,unknown,unknown,accepted_single_fold_calibration,primary_report_only,"[""no machine evidence""]",unknown,"[""changes_postprocessing""]",Scale selected and evaluated on one cutoff; later branches show calibration transfer risk.,team_b_alt,EXP-005,calibration,"baseline HGBR trained at cutoffs 2025-10-01, 2025-11-01, 2025-12-01 and evaluated at 2026-01-15; only prediction scale changed",baseline aggregate feature set,future 30-day GMV with log1p target; raw expm1 prediction multiplied by a scalar,single validation cutoff 2026-01-15,42,HGBR baseline; scale candidates 0.45 through 0.90 plus coarse 0.7 through 2.0; selected scale=0.65,1.672748,1.672748,[1.672748],unknown,positive,canonical,"[""changes_postprocessing"",""single_fold"",""hyperparameter_sweep""]",partial,"{""primary_report"":""Large apparent single-cutoff gain from scale0.65.""}","{""primary_report"":""Accepted as strong validation calibration.""}",Scale selected and evaluated on one cutoff; later branches show calibration transfer risk.,"[""not directly comparable to core log-shift calibration""]",experiments/team_b_alt/exp_005_scale_calibration.md,origin/team-b-strategy-1-impl,775f1c3b6cc7e711434c8d064c48068bcaacec35e67ac6af90de5b850de5f444,unknown
team_b_alt:EXP-006,Alt LightGBM baseline replacement,tabular_models_and_feature_engineering,2026-08-11,team_b_alt:EXP-001 HGBR,replace HGBR with LightGBM on baseline features,LightGBM direct regression,single validation cutoff 2026-01-15,team_b_alt:single_fold_protocol,1.710143,-0.001052,1,1,unknown,unknown,accepted_single_fold,primary_report_only,"[""no team_b_alt machine evidence""]",unknown,"[""changes_model"",""changes_representation"",""mutually_exclusive""]",One cutoff only.,team_b_alt,EXP-006,tabular_models,"training cutoffs 2025-10-01, 2025-11-01, 2025-12-01; validation 2026-01-15",baseline aggregate feature set,future 30-day GMV with log1p target,single validation cutoff 2026-01-15,42,"LGBMRegressor objective=regression, n_estimators=600, learning_rate=0.03, num_leaves=31, subsample=0.8, colsample_bytree=0.8, reg_lambda=0.05",1.710143,1.710143,[1.710143],unknown,positive,canonical,"[""changes_model"",""single_fold"",""mutually_exclusive""]",partial recipe; artifacts absent,"{""primary_report"":""LightGBM improves single-cutoff RMSLE by0.001052 over HGBR baseline.""}","{""primary_report"":""Accepted for champion stack.""}",One cutoff only.,"[""unknown""]",experiments/team_b_alt/exp_006_lightgbm.md,origin/team-b-strategy-1-impl,3b2bedccb89a8e10781069c44e2e6110513194412c6d7ecf976e861eee1862c0,unknown
team_b_alt:EXP-007,Alt multi-cutoff validation audit,validation_reproducibility_and_diagnostics,2026-08-11,team_b_alt:EXP-001,evaluate unchanged HGBR baseline on four out-of-time folds,HGBR baseline,4-fold equal-weight temporal CV,team_b_alt:four_fold_equal_weight_temporal,mean=1.729343; std=0.015957,not_applicable_validation_audit,not_applicable,4,unknown,unknown,validation_audit,primary_report_only,"[""no machine evidence""]",unknown,"[""changes_model""]",Protocol differs from core branch folds and later alt two-fold main validation.,team_b_alt,EXP-007,validation_audit,four rolling three-cutoff training panels: train months 2025-07/08/09 to val 2025-10-01; 08/09/10 to 2025-11-01; 09/10/11 to 2025-12-01; 10/11/12 to 2026-01-15,baseline aggregate feature set,future 30-day GMV with log1p target,"validation cutoffs 2025-10-01, 2025-11-01, 2025-12-01, 2026-01-15",42,HGBR baseline; exact numeric parameters are those stated in EXP-001,unknown,mean=1.729343; std=0.015957,"[1.72439,1.72679,1.754997,1.711195]",none,inconclusive,canonical,"[""changes_validation"",""incomparable"",""same_model""]",partial,"{""primary_report"":""Four-fold mean is worse than the latest single-cutoff score, showing the latter is not a temporal average.""}","{""primary_report"":""Neutral validation audit.""}",Protocol differs from core branch folds and later alt two-fold main validation.,"[""unknown""]",experiments/team_b_alt/exp_007_multi_cutoff_cv.md,origin/team-b-strategy-1-impl,5179970b0d4174b0027db6b7bd83222dd40724fdf44a64f727c0ac46e9f9e5b3,unknown
team_b_alt:EXP-008,Alt recency LightGBM scale stack,ensembles_stacking_and_component_selection,2026-08-11,team_b_alt:EXP-001; components EXP-004/005/006,"combine recency features, LightGBM and post-scale0.64",LightGBM plus multiplicative calibration,single validation cutoff 2026-01-15 plus public LB,team_b_alt:single_fold_protocol,1.671639,-0.039556,1,1,1.657,unknown,accepted_lb_report_only,primary_report_only; rounded LB,"[""no machine metrics/submission artifact""]",unknown,"[""changes_ensemble"",""changes_model"",""changes_postprocessing"",""changes_representation""]",One validation cutoff; LB rounded and file absent.,team_b_alt,EXP-008,integrated_pipeline,"training cutoffs 2025-10-01, 2025-11-01, 2025-12-01; validation 2026-01-15; test 2026-02-14",recency feature set: baseline aggregates plus action-specific days-since-last features,future 30-day GMV with log1p target; expm1 prediction post-scaled,single validation cutoff 2026-01-15,42,LightGBM recipe from EXP-006; post-scale=0.64,1.671639,1.671639,[1.671639],submissions/exp_008_recency_lightgbm_scale064.csv; absent from specified evidence roots,positive,canonical,"[""changes_representation"",""changes_model"",""changes_postprocessing"",""submission_report_only""]",partial recipe; output missing,"{""primary_report"":""Single-cutoff stack improves substantially over HGBR baseline; report gives rounded LB1.657.""}","{""primary_report"":""Accepted as alt champion at that point.""}",One validation cutoff; LB rounded and file absent.,"[""unknown""]",experiments/team_b_alt/exp_008_recency_lightgbm_scale.md,origin/team-b-strategy-1-impl,703e677747fbb882ff2005bc8c155c1f96e7c4bf2458a83ff93ca06cb9e491fb,unknown
team_a_current:EXP-017,E10 capacity/rounds curve,tabular_models_and_feature_engineering,2026-08-12,E10 direct at 600 rounds,evaluate boosting rounds; select 300 for production,LightGBM regression,4 temporal folds; calibrated 1:2:4:8 wCV,team_a_current:calibrated_temporal_4fold_wcv_1_2_4_8,baseline600=1.75170; best200=1.75103; production300=1.75108; OOF_cal_200=1.75801,200 -0.00067; 300 -0.00062,4,4,unknown,about 20 min plus 7.5 min,accepted_development,high,"[""round-curve metrics/OOF references exist""]",unknown,"[""changes_model"",""changes_representation"",""mutually_exclusive"",""nested_modification""]",Best validation setting and chosen production setting differ.,team_a_current,EXP-017,model_capacity,"Same S1-E10 dense all-cutoff construction: 18/20/22/24 eligible weekly cutoffs by fold, train_blocks=1, panel_blocks=3, min_history=90.",227 S1-E10 normalized-long features.,Same S1-E10 direct target and loss; the report explicitly changes only boosting rounds.,"2025-09-04, 2025-09-18, 2025-10-02, 2025-10-16.",42 from config.SEED.,LightGBM direct with LGB_PARAMS from config.py; snapshots at 25/50/75/100/125/150/200/250/300/450/600/800/1000/1200/1400/1600 rounds; production choice 300.,unknown,baseline600=1.75170; best200=1.75103; production300=1.75108; OOF_cal_200=1.75801,full table in report,unknown,positive,canonical,"[""changes_model"",""nested_modification"",""mutually_exclusive_rounds""]",high_from_report_and_artifacts,"{""primary_report"":""Lower round counts improved all folds; 200 was best wCV, while 300 was chosen as production compromise.""}","{""primary_report"":""Accepted as a capacity correction.""}",Best validation setting and chosen production setting differ.,"[""unknown""]",experiments/team_a_current/exp_017_capacity_curve.md,WORKTREE,cfde7edbd87be95056bccd3c35366d5948b3a5eff46765ba70713b75db253f15,unknown
