"relative_path","size_bytes","sha256"
"artifacts\FRESH_COND_FT_EXP044\arms\FT-VOL-S44-V1016\snapshot_step_00000.pt","1065177","2aedb2a3e06ea098a5212d67f6efff5a7215823e01b787254b92aa0f79dcbe15"
"artifacts\FRESH_COND_FT_EXP044\arms\FT-VOL-S44-V1016\snapshot_step_00001.pt","3078531","35cec2af1f8cc59cfe1fbabe8c1ce002d4bd3b12751041393f144b15ea706541"
"artifacts\FRESH_COND_FT_EXP044\arms\FT-VOL-S44-V1016\snapshot_step_00100.pt","3078531","9adea5efe1e0b956bc5fa72d11cf42a0d889e122a6d507f67b9b5871e35148c8"
"artifacts\FRESH_COND_FT_EXP044\arms\FT-VOL-S44-V1016\snapshot_step_01000.pt","3078531","0b99334175f7cf30992d5938f3b9260da8047473094aec79be9dbb3cc0d996d9"
"artifacts\FRESH_COND_FT_EXP044\arms\FT-VOL-S44-V1016\snapshot_step_02421.pt","3078531","35fd87acac0e76e914defbc24cb47d3b0439ddaab51549809ab97d9b88fa4cb9"
"artifacts\FRESH_COND_FT_EXP044\arms\FT-VOL-S44-V1016\snapshot_step_04842.pt","3078531","75904c229a93606954f446a37103b631d98ced8dc2a4a8b037f4215415239088"
"artifacts\FRESH_COND_FT_EXP044\arms\FT-VOL-S44-V1016\z_raw_step_02421.npy","394956","bd5a3146b0ac60523588738c2d94a462e6b967785cc6024413953cb2cdf8a0ce"
"artifacts\FRESH_COND_FT_EXP044\arms\FT-VOL-S44-V1016\z_raw_step_04842.npy","394956","e3b2995f247e15a77d7970a71667e6ce75df3d91a59ed8d26a45b85187a0339f"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S42-V1016\cfg.json","422","79843ff14cdc1a0c45eec8357f5c33453a671124640749c59dee8878b7c0aec2"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S42-V1016\result.json","9691","20e8696177f79552d1195bb576825d604d5c8414933b7f8928014f8f8e781e75"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S42-V1016\snapshot_step_00000.pt","1014325","89ad5ad3c6577cd99370ef79d28568969327a5ca319eac7d7a807feb92869818"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S42-V1016\snapshot_step_00001.pt","3027675","1844d30518a77ed849d595df2c2b2decd11e21834d77c08d8c0ccb053439f4a8"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S42-V1016\snapshot_step_00100.pt","3027675","fa9942cf8760988677657dbaff209386ce37813ed584fd2e7013cb2a14234d1c"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S42-V1016\snapshot_step_01000.pt","3027675","c8f83e9da4b5324b5830e253aab9da8334307e95ecc7d174aba2e843efd83a41"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S42-V1016\snapshot_step_04842.pt","3027675","0be46adf57c6d9b66412d60ed8341d45055ef0a18f13462d2d388ef6fb59360f"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S42-V1016\snapshot_step_09684.pt","3027675","397f29d79d2cca437d50abaa90a723b589c36e4adefefa8894668db1be49c121"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S42-V1016\snapshot_step_14526.pt","3027675","52956c13f577dc6b8dae70eeb07e8c4788399f1297c98bc2c7360d24a3566101"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S42-V1016\snapshot_step_19368.pt","3027675","1cc7159c8d5c36434aae7378172b1fcb03b0fabb5c0d3b6ffa3cc6b86ae70b41"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S42-V1016\z_raw.npy","394956","886d5d123de4068cee3ad7ecdeb716221acda83f578b3e01c379b07cfa1afd10"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\cfg.json","422","dbd5295a3f05b31353fe69214ddfb31547289acd5e3a0068fab7e92340bb52fe"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\result.json","9686","5ba712ecc371126e988f716e120963b49df00b1e42d70ab11a4d7d6c9e63c5c5"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_00000.pt","1014261","e1e6e56067bc7b3e1111b232280d2f2f40138e01ca892418c0862a3f1f115e97"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_00001.pt","3027675","696b5017c7b8f448d151963a368c4a427b9e490764bb3a97030bedfa72b3d586"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_00100.pt","3027675","1c785729fe279882fd325b9bc824b48280972f71d5cf2223bd7ac056bdad674c"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_01000.pt","3027675","e1a6fcb22f23d09983561a5e1b8fa26fba6ea01de163abf56c369ad89d58616c"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_04842.pt","3027675","5d30231b2e25f24f4b4e7e39e64ba197d952e59987d41b6898d5cb38d8b2ed0a"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_09684.pt","3027675","b8879ce8cbbcba6fd3b3fd109a635142b2e14dbccb52ec2b1e0255dd7b6740ef"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_14526.pt","3027675","fe72f4bb93d64bdaa19256d330fe5bea9faaeb5894ead6d18add8dd3afdb960d"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\snapshot_step_19368.pt","3027675","fd7cacd0aae7891c9ed1cba6600beadf30e392b0e7354cd9a28e287c5cf1943a"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S43-V1016\z_raw.npy","394956","596943d257251ee1ac8b937c019a90199c30b8b0fdb61039daa24759006df504"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\cfg.json","422","3392000b7e0a8ddef5760ad9c0243ebad385723e7ffdf25fbd44703428656c4a"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\result.json","9689","03ccbccc084780a272581835f6903ea1b36adba6dea5d37c2b7dfb7976d949ba"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_00000.pt","1014261","5fba8eb356176cf3cae1f5c3f8e44ebcb3d9b328d190d04e94ffcd29e531922a"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_00001.pt","3027675","517d3e4dba60fe5a6b60941f3657246935f0cf7a1133d52ecbcded3f2fb80885"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_00100.pt","3027675","9339046cfba430a876bfdc1a1a40edaac0edce6e94b4b929e92ba96c9f280744"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_01000.pt","3027675","523a5f055e8fb34e12994b16c97a47d456e9247bb87dcb0032244f51d54cb68b"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_04842.pt","3027675","eacf73b8e10f75b20813036742727a0c86a56fcde1de150be99fa12f6eb06df0"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_09684.pt","3027675","db99dbf40a5bb7fc4efcce2fbdfcbc140b8d0d497203156eff6ecf7f9f7f1283"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_14526.pt","3027675","bfad1e9a7a851d00b0fd8367f1a1e913e6091866d9ed8497ec712354c735257e"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\snapshot_step_19368.pt","3027675","b961bf3607c9259189a60aa70261c507f0bb1c1c5c9aaf2dc74745c5bf0bec36"
"artifacts\FRESH_COND_FT_EXP044\baselines\DETSEQ01-S44-V1016\z_raw.npy","394956","b7436e40ac777751693369d07913e6bf734d76232338faf252fd9717e82c727c"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\comparison.json","955","810f555e8ceff6795b88ceb40601d9481185f09e075b5c7cc9dddd2c050400e1"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run1\conditional_raw_step_00100.npy","394956","e5881f3b8425aff99616f8bb973150f2755f6c8e3278b22be5cf8bd29cd42232"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run1\result.json","7665","6811cc9dd3085f0729c250e5c8bfc2cad5fb0eab2025ecfdeab1afcdc5b4c749"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run1\snapshot_step_00000.pt","1065177","76b9c5b7a24acd276e460845f127388b5d16f2a29f39e7da15c621d560431ee4"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run1\snapshot_step_00001.pt","3078595","adf1ee961a11c2974ca92715f4079adfe0cf3c7b1dc130ab5a5cc93afd813972"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run1\snapshot_step_00100.pt","3078595","43531ebd8493db42bfd34d55e82ebe982ed0febd48969c310cdfe319773165ec"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run1\z_raw_step_00100.npy","394956","71c6a5539b3ffb17662b86905b1791709887c1b2f71182c464b1c424a763fc41"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run2\conditional_raw_step_00100.npy","394956","e5881f3b8425aff99616f8bb973150f2755f6c8e3278b22be5cf8bd29cd42232"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run2\result.json","7666","04d090fe7338fba4d3db2f904b2e205f787adcf64b0df82f52dcd10034c804ee"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run2\snapshot_step_00000.pt","1065177","76b9c5b7a24acd276e460845f127388b5d16f2a29f39e7da15c621d560431ee4"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run2\snapshot_step_00001.pt","3078595","adf1ee961a11c2974ca92715f4079adfe0cf3c7b1dc130ab5a5cc93afd813972"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run2\snapshot_step_00100.pt","3078595","43531ebd8493db42bfd34d55e82ebe982ed0febd48969c310cdfe319773165ec"
"artifacts\FRESH_COND_FT_EXP044\integration_replay\FT-VOL-S42-run2\z_raw_step_00100.npy","394956","71c6a5539b3ffb17662b86905b1791709887c1b2f71182c464b1c424a763fc41"
"artifacts\FRESH_COND_FT_EXP044\plans\baseline_s42.json","3754","92c8273e25dd3a8fa014948f3d4499bf1af3a72ef0d4663b0e914fe799e78562"
"artifacts\FRESH_COND_FT_EXP044\plans\baseline_s42.npz","82423170","3c840f28dde747154c44f874cc8428bfead02ee41145efbc022be2d28914fc2b"
"artifacts\FRESH_COND_FT_EXP044\plans\baseline_s43.json","3754","381562cad6080737bbfb0caf53726168c71ad133fd7f7513f4e81cca0e8ede6a"
"artifacts\FRESH_COND_FT_EXP044\plans\baseline_s43.npz","82423170","d90ab4c1c5c8f2925e796682f93a439ac401c8f324f6035a74ae1697d8dc89d0"
"artifacts\FRESH_COND_FT_EXP044\plans\baseline_s44.json","3754","6e37d309c6d28d31439a6403ece13fe1753d73107fead24c75d338ef4006a7c8"
"artifacts\FRESH_COND_FT_EXP044\plans\baseline_s44.npz","82423170","61e576ed833b455bb7604f97f5994b74cfba1a9d8cd19b1ff595cb25a1088fbb"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s42_conditional_init.pt","52335","2a4e1b8c76d50f6459a22537c5984d60057d72a7acb733739c7b3d4c5d6c3b6d"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s42.json","5951","fa0b9b5c92305a2c1a4520e26a56deffe34c62f14636a8b226579f6748bd2996"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s42.npz","39560294","a6a9e515681ae918bce33808b6139e26c67da439a8aebabc3d60248b812cf07a"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s43_conditional_init.pt","52335","77a6de485962c68d20286574a0846c505137d2aab83e9e8bbe53b518799cdaea"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s43.json","5951","995798fe8c956a28395a02d6ad5e1d07d0af77ef39dfba9abb9f6dafd8a30346"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s43.npz","39560294","3ef71ecdcd136e21538feadb477a1b5fb2b714c60660a788169d26f5fa29260f"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s44_conditional_init.pt","52335","9ff6668a13e1c8ac5436c3bb116a414b82a3a2d51a518be75807a63188bb10c2"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s44.json","5951","be272b91aef9547003a0b082000e7cf833fd9742e1992c664e5005971acb0731"
"artifacts\FRESH_COND_FT_EXP044\plans\pair_s44.npz","39560294","71e5a79902aaf41d3ed7047d1bd5bd9a2a6d7b9bf0c2b3771c942641e84e1f88"
"artifacts\LANDMARK_MEMORY_EXP055\baseline_manifest.json","16903","1b959646a3c8074ff9a93bab030537960d70354048365d718d8d760dabe974e8"
"artifacts\LANDMARK_MEMORY_EXP055\cpu_preflight_predictions.npz","1553614","6ba0c9ec3141eb058536a067d0152be854e16d4ede08cbedca79e55dc2d6e624"
"artifacts\LANDMARK_MEMORY_EXP055\landmark_past30_gmv.npy","49319552","d1280f8ed4ad2c44e5e138cdef5c828bab732509729dcffbd9b7239d8e3b433f"
"artifacts\LANDMARK_MEMORY_EXP055\memory_summaries_0to1.npz","31887892","c990b5984598bb691c4c377253f3c08b5d3d223656f59f36e0218614cd68efed"
"artifacts\LANDMARK_MEMORY_EXP055\memory_summaries_1to0.npz","31888034","5e656255803d0e825e0a8d40263b3db0559bbde6a997eb60e1eb42a07b41e6dd"
"artifacts\LANDMARK_MEMORY_EXP055\outcome_available.npy","13100600","e107a58bd507d246594280144d94cc1e214263e52913c029de0becf42db4ed87"
"artifacts\LANDMARK_MEMORY_EXP055\paired_neural_contract.json","1197","5a76fad9411ab17fe6b5de9ad629e9f0368cd50e1a3eed4aa7a14223ac61738b"
"artifacts\LANDMARK_MEMORY_EXP055\real_token_cache_manifest.json","30455","a88570a3e7f6abef1eab787f0fdb3573e6fdc42ffae8459b359fde5b35fe5fc6"
"artifacts\LANDMARK_MEMORY_EXP055\real_tokens.npy","524019008","fba23ca5ba188f66be819ac5223e60d9a2d75257eb4bf491d3a26fcfcdd18441"
"artifacts\LANDMARK_MEMORY_EXP055\shuffle_manifest_0to1.json","107845","6c33dee06fa6dd929489a30b0705eba3b9f392da7e46e3b98abff4148ac68539"
"artifacts\LANDMARK_MEMORY_EXP055\shuffle_manifest_1to0.json","107826","1e4ed35f56697bdaeea6e9b8451941d1ab4d4552b8c05cecae3cbc7ed78ebc8d"
"artifacts\LANDMARK_MEMORY_EXP055\shuffle_permutation_0to1.npy","49319552","dc696f6b7734383fdf45f5a8762d2a0a4ca5b029472ad6467b74769547ba9d0e"
"artifacts\LANDMARK_MEMORY_EXP055\shuffle_permutation_1to0.npy","49319552","825353aa574975381bea7f176dd16cd57cbb3c7617e0798d39ba8688a34d7c2f"
"artifacts\LANDMARK_MEMORY_EXP055\shuffled_tokens_0to1.npy","524019008","2d616a2cb0af7f46a5e9279647f189c7d78405d124df757bce679766e86674e4"
"artifacts\LANDMARK_MEMORY_EXP055\shuffled_tokens_1to0.npy","524019008","beda8b815ce177a5e46f41c56bb0b8ee482161b3b2d135a10e8abcac2e5eab24"
"artifacts\LANDMARK_MEMORY_EXP055\token_type.npy","13100600","2a8477411ce9b7fa131f2006a729fa3c536f95b1f9e1033ecb407bdf2209c264"
"artifacts\LANDMARK_MEMORY_EXP055\valid_mask.npy","12329984","d7f20be2251099c8c57b07bc68f351bbf495afdccde912e23782e6d8f881478c"
"artifacts\LATEST_DELTA_COMPAT_EXP066_A1\oof_candidates.npz","2248","042710ca601484fcf24b652552ce617cc6abb13e7002b66f900e9a8610051b58"
"artifacts\LATE_SSL_EXP056\domain_audit_cpu.npz","27316192","4e6948c92ba40718dd5329901fda02a62278894eda5f9c71717a4d73180e4c1e"
"artifacts\LATE_SSL_EXP056\embedding_BASE.npz","13842449","d1c6c80e43a0243f34c4b623fd6cfe934d5675a1b9d5f341c5d8319a08ac329b"
"artifacts\LATE_SSL_EXP056\embedding_CONTROL.npz","13708862","0eb6ff35624c145edf383fa3bbe74d2cc855f3b55afb304764c1b2187f44a629"
"artifacts\LATE_SSL_EXP056\embedding_LATE.npz","13706222","30b9a2a5cfd9672e3e3709f470cd7379bd7e2210da7c07584ffb39cbe0b81304"
"artifacts\LATE_SSL_EXP056\event_key_int32.npy","122524152","e709a127af84e0a32509d8b479e17606513cfdfbe618269d783cb44ba786e93c"
"artifacts\LATE_SSL_EXP056\paired_plan.json","89483","da96aa2c9989b075dde48720c75236285d95f5a80fc2438c0c3c7084ccf0de64"
"artifacts\LATE_SSL_EXP056\paired_plan.npz","26477148","c917c736441f6eb3e2c080e4d3aa95b13debeadff773faf9407cf0b1e55a674d"
"artifacts\LATE_SSL_EXP056\validation_predictions.npz","1547711","8f442898683f8a2d11518fc76ed3e8830338bad7d4e59c24b66a720b25f10b18"
"artifacts\LATE_SSL_EXP056\arms\CONTROL\model.pt","4562631","12176e225dffebe526b25fd95f18b0eeb0d5831c7af1b34f784c835b4d1f38cf"
"artifacts\LATE_SSL_EXP056\arms\CONTROL\result.json","6469","5f6fb537283df620957ce98a03ca19ce64981df8609bf865561daadb2ef4c66b"
"artifacts\LATE_SSL_EXP056\arms\LATE\model.pt","4562631","be2d4be8f9d58137d58897871bc29767b4053aea3cc71f50d87887d2fb03e64a"
"artifacts\LATE_SSL_EXP056\arms\LATE\result.json","6467","431b5d20842d95d94253a5402c1624cd6d9e9748243262b86ae4d3b65c059c49"
"artifacts\LATE_SSL_EXP056\replay\run1\model.pt","4562631","5b9b0c1a0a4759926a0d5bbe27ada78aa79ff29cc47b4d47d05471b9485de7ff"
"artifacts\LATE_SSL_EXP056\replay\run1\result.json","5353","3c01b6fc2553b9eb07d3d43f5cf690b348db70cd57bf7fca4d429d065ba0f6a2"
"artifacts\LATE_SSL_EXP056\replay\run2\model.pt","4562631","5b9b0c1a0a4759926a0d5bbe27ada78aa79ff29cc47b4d47d05471b9485de7ff"
"artifacts\LATE_SSL_EXP056\replay\run2\result.json","5353","222d5d03d4a710fc9b40341f6c84048f18701ad1db775a5729ae98f20d212121"
"artifacts\LATE_SSL_EXP056\replay_v2\run1\model.pt","4562631","15afa21e0686a61415bfe55462042fa379153d53706901fcbd67ca89a126d50b"
"artifacts\LATE_SSL_EXP056\replay_v2\run1\result.json","5858","45e0eec1c590988b3e42ffcc46b6f1c6e454cac34abe68cd813fd35d9f797fb3"
"artifacts\LATE_SSL_EXP056\replay_v2\run2\model.pt","4562631","15afa21e0686a61415bfe55462042fa379153d53706901fcbd67ca89a126d50b"
"artifacts\LATE_SSL_EXP056\replay_v2\run2\result.json","5859","887f539fd020fd39b653160bdf1d7adb52dc96d2ce94c22c125a8d87d8b2bf34"
"artifacts\LEVEL_MINUS_006_EXP060\diagnostics.json","3548","573104fe015a837e18a568ba6ee76a58aeafdbe8ce3937a5cc0dbc42c8d6fb9f"
"artifacts\OPEN_FUNNEL_EXP061\cross_user_corrections.parquet","1606994","ad6ca258e895b4554c281db2ed570fd81dc1287416d3c4da047bb7204d9b585c"
"artifacts\OPEN_FUNNEL_EXP061\features_20250904.parquet","2074999","92161603d4e9c4d563c201b1ec30e6f853b0f8a1a14bced661622e66e3933ff7"
"artifacts\OPEN_FUNNEL_EXP061\features_20250918.parquet","2103457","c9da04da7563eda19bdfb3df0380f6b52c28854c1ac6894a222a1ab8cf7f04b0"
"artifacts\OPEN_FUNNEL_EXP061\features_20251002.parquet","2128817","f5b07e3244fce8f7cc15be3386c3fb47261a3c3f5badc37c7c3d5bf4f3a7930a"
"artifacts\OPEN_FUNNEL_EXP061\features_20251016.parquet","2148868","a2d62b454273cf8518ece8a10a6f162f715ce6169e4ce6d42ad790c4a5e488d1"
"artifacts\PLATFORM_DETREND_EXP062\cross_user_corrections.parquet","1606971","220e5c915910fedece245b969873ed3b0653687981c6c92a2296e4cb3ca916d3"
"artifacts\PLATFORM_DETREND_EXP062\features_real_20250904.parquet","13339840","4c97e6e26ec9cb19f647ee9333ed64957afd67fc065144fef81ef059f4460f7f"
"artifacts\PLATFORM_DETREND_EXP062\features_real_20250918.parquet","13478297","381abe5db9676171beae9dcaa2f0f5fa8318b528b7158480fa6c69728bad071a"
"artifacts\PLATFORM_DETREND_EXP062\features_real_20251002.parquet","13625001","472b2a1cb9473aba9fa32bf241e6a45900f863055945f3a00debb0e55c5765c3"
"artifacts\PLATFORM_DETREND_EXP062\features_real_20251016.parquet","13882944","9b965c0254ea730532345e760d03b4aa6edc2c6b6e3a10b3e20ae574993b9cc6"
"artifacts\PLATFORM_DETREND_EXP062\features_shuffled_20250904.parquet","13342362","07720aa90408f11f1ce8616511ffac3b5a5ed193c66e305676cc9c08ad202bc1"
"artifacts\PLATFORM_DETREND_EXP062\features_shuffled_20250918.parquet","13478317","b9008978e6d8fb5b5a601f494427e9f1dd8c53c440463ec83032c6dd36382993"
"artifacts\PLATFORM_DETREND_EXP062\features_shuffled_20251002.parquet","13628408","a6b9829c8247155f40e605da20c90706fb50df79714adcf588af5f8dced94178"
"artifacts\PLATFORM_DETREND_EXP062\features_shuffled_20251016.parquet","13882569","a8eb248259589afd52cb853d27d27bfecfed451d99881fad2db1256756289cc7"
"artifacts\ptime\PT-FULL-AVG3.log","2082","64ce7cc3f3e779a8bb260a25f176c7716597630187b3c65d63c4f594e7f8ca1f"
"artifacts\ptime\PT-FULL-S42-A.log","1185","de3417c69d6ad3b2b519d547f143d59ad66590c36ba60be04ee3a1a39e7ea98c"
"artifacts\ptime\PT-FULL-S42-B.log","1185","afbefa5a70952f39983ca5ed19f50b3a59494d8de4e0e03dd228593111d8da19"
"artifacts\ptime\PT-FULL-S42.log","1254","b8d7ef952f4053628f1678fd58bbc34a353ca807bd8ee938cf6c451538ade7e7"
"artifacts\ptime\PT-FULL-S43-A.log","1185","05abf01e15f5ba54b4d6d5d4bfc66277e94663d9d6c665eeccd12d071b5cbdff"
"artifacts\ptime\PT-FULL-S43-B.log","1185","9b523dc3884cfd9baf06a28697770f3c0e2ad6398da899068fddf7c6e712b36f"
"artifacts\ptime\PT-FULL-S43.log","1254","f023959a7b5c3bd01072e19fa0c4e6a6020c870f67c34b65dcc6ebb047351419"
"artifacts\ptime\PT-FULL-S44-A.log","1185","dcee23d8247688c73b3c2b12254757b80cd50cfec06f95d79df9afc0c3f3cd7c"
"artifacts\ptime\PT-FULL-S44-B.log","1185","6a85a244897d58046dbfb8801606a44b31ac5d7548b58aab17ef91a926e6214d"
"artifacts\ptime\PT-FULL-S44.log","1254","a79f0d54bfbea9440cb1d55ba0d7380947aceb8a7a73cf6d8343ea821d96c68e"
"artifacts\ptime\PT-OD-AVG3.log","2078","5822fa853d40743556911e5e47df372d0ee92e857148728a9211fbf44a7e4d4d"
"artifacts\ptime\PT-OD-S42-A.log","1197","b1c04afba58513697f6afc010b26b2ef5898c48799adc302e34018fc1e2f13d7"
"artifacts\ptime\PT-OD-S42-B.log","1197","b4c96c3a96e0b6b9922384f4f58e2406c0967183eb71ac1d85fdaa18168a5b70"
"artifacts\ptime\PT-OD-S42.log","1250","cad22514deb23cbe22d285faa790c60eac6ae609657550bd98eb58b8639590f7"
"artifacts\ptime\PT-OD-S43-A.log","1197","4d61b0ceb13d6b2d6e68cb55506b3da06294113c8b8880ea13213782fe2dd9d5"
"artifacts\ptime\PT-OD-S43-B.log","1197","27241ce46e0071f805a2995c66ded7b20e533d2836aa4295d382d16d82e4c05b"
"artifacts\ptime\PT-OD-S43.log","1250","ba9e262964bacfed7a97ef9d71df2a0aaeadfbc75279a5b905cbd7fc17a27e8d"
"artifacts\ptime\PT-OD-S44-A.log","1197","30be3492f89f9b9211aa4fbfea69c3e37f52ee2b3cad25b14aa0d2dbcbfa6330"
"artifacts\ptime\PT-OD-S44-B.log","1197","a7cae23d1c809a7ca65297baaecc9bae28e4e27a79855bd5d1386fb17c196e9b"
"artifacts\ptime\PT-OD-S44.log","1250","ef2447622a751a547468a310a98a66ed47a2345371775250827275fffc32cd8a"
"artifacts\ptime\PT-SHUF-AVG3.log","2082","6209f4bdd338cbefdd113b708300187945e7127e54ff388faefa0ce2e9f6934c"
"artifacts\ptime\PT-SHUF-S42-A.log","1183","59258f0cd382159f35df87ffc6f54416732792915a52c3f973ab79f1fb5c51b2"
"artifacts\ptime\PT-SHUF-S42-B.log","1183","85f9c30080f4b4537cbe55330826dc3874c139c36efb73314bfea75aa612308a"
"artifacts\ptime\PT-SHUF-S42.log","1254","0faaafb7b8743999029906715abf533b80201ede34931f4d59a987651dc13a21"
"artifacts\ptime\PT-SHUF-S43-A.log","1183","b0848906b364be2ad515b5aafd098dca43f1effae16f2a61ad1e00f379f3fd62"
"artifacts\ptime\PT-SHUF-S43-B.log","1183","1fa316066d00e43495f9965d9196da1b609bfe43669e851ef5c165b90717820c"
"artifacts\ptime\PT-SHUF-S43.log","1254","868c89e5c57f6cdacbde36e765a52c778dd9e99fac33e2c123818c71e2406790"
"artifacts\ptime\PT-SHUF-S44-A.log","1183","0779f09c3ec7ded7b38c016924e163f33e208840863965e7e45e73074ffafcda"
"artifacts\ptime\PT-SHUF-S44-B.log","1183","6e5baf37dabf8940581534a14f9828f5a364d5b4a8c93fcc79e9eaf92ced5961"
"artifacts\ptime\PT-SHUF-S44.log","1254","e9cca8191b180b1430b79944a339dcb0a1a304b82fcf8d2994da08f15e5c2224"
"artifacts\RECENCY_RIDGE_PRED_EXP068_A1\oof_predictions.npz","1196","c543b9fe7ad3726e59fe895da0c93fd79e51a7214a7c79e8226449b119a2c964"
"artifacts\RESDISC_053\aligned_oof.parquet","599422163","40aa9719d4fd903467eceb5f7be5e5d19ce6a67e12856f523946e5fdcda0ed0a"
"artifacts\RESDISC_053\probe_metadata.json","41216","b41b813baa81a83402330aefec91f3404d62b48a8db51c42956e0af8cd04f526"
"artifacts\RESDISC_053\probe_outputs.npz","8007367","0a68b6d64114105ccc950c0015a048f09187b70797d49b5f5123f2f2d180bbd1"
"artifacts\RESDISC_053\real_shuffled_predictions.parquet","7937952","6e3f6e09844dcebaf6fb1ef2ddbada352d255498a8dc62112950243fe35f78d4"
"artifacts\STATE_REWEIGHT_EXP057\STATE_REWEIGHT_EXP057_DOMAIN_SIDE0.txt","733110","aa8bcc86b1c1c2ae4c38fdd9d115f40e28f986d146be7cfa0e6de1148d95b902"
"artifacts\STATE_REWEIGHT_EXP057\STATE_REWEIGHT_EXP057_DOMAIN_SIDE1.txt","733208","fe45aa6251b57274947562c7202791e555720d0026ae4417f5d3741d129a2c05"
"artifacts\STATE_REWEIGHT_EXP057\STATE_REWEIGHT_EXP057_UNC_ARMS_V1016.npz","2924212","20bf1a001e98e931f6be5ef6fe614ef103afb6ad24bf9162a7ac1f3f0554d02a"
"artifacts\STATE_REWEIGHT_EXP057\STATE_REWEIGHT_EXP057_UNC_SHUFFLED_V1016.json","930","0b2ed5a5aaba44b1daa693b757deedaafbfa9cf7bd58d9397436d8cfaa12f502"
"artifacts\STATE_REWEIGHT_EXP057\STATE_REWEIGHT_EXP057_UNC_SHUFFLED_V1016.npz","1516704","f6a20a200fe7854c77e1d3f4e3177899233f15f872941efdab531f978d54ca99"
