audit_index,cutoff,panel_blocks,user_id,fast_target,fast_N30,slow_target,slow_N30,target_abs_error,target_match,N30_match,feature_window_end,target_window_start,target_window_end,feature_target_nonoverlap
448,2025-08-21,1,57416,0.0,0,0.0,0,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
449,2025-08-21,1,783412,0.0,0,0.0,0,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
450,2025-08-14,1,802886,362.9466016947681,10,362.94660169476805,10,5.684341886080802e-14,True,True,2025-08-14,2025-08-15,2025-09-13,True
451,2025-07-31,1,6634,231.7724833199269,3,231.7724833199269,3,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
452,2025-06-05,1,21427,419.7252436292241,7,419.7252436292241,7,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
453,2025-05-08,1,59934,0.0,0,0.0,0,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
454,2025-09-04,3,44682,1575.828079747775,2,1575.828079747775,2,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
455,2025-07-03,1,627525,20.0173064387118,1,20.0173064387118,1,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
456,2025-06-12,1,13260,0.0,0,0.0,0,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
457,2025-07-03,1,424805,47.2337398987135,1,47.2337398987135,1,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
458,2025-08-21,1,370514,0.0,0,0.0,0,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
459,2025-09-04,3,20674,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
460,2025-07-10,1,222785,52.8579716639226,2,52.8579716639226,2,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
461,2025-07-17,1,614286,0.0,0,0.0,0,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
462,2025-07-17,1,852991,1106.2821906216361,9,1106.2821906216361,9,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
463,2025-04-17,1,726560,0.0,0,0.0,0,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
464,2025-05-01,1,287098,112.14390491246202,6,112.14390491246202,6,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
465,2025-06-19,1,812784,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
466,2025-04-03,1,347788,0.0,0,0.0,0,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
467,2025-08-07,1,902323,586.6627592789905,7,586.6627592789906,7,1.1368683772161603e-13,True,True,2025-08-07,2025-08-08,2025-09-06,True
468,2025-07-10,1,504009,0.0,0,0.0,0,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
469,2025-07-24,1,777555,151.721549673158,3,151.721549673158,3,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
470,2025-05-22,1,620468,0.0,0,0.0,0,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
471,2025-05-29,1,538553,0.0,0,0.0,0,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
472,2025-05-22,1,713661,0.0,0,0.0,0,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
473,2025-07-17,1,713554,83.87957962504291,2,83.87957962504291,2,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
474,2025-10-16,3,49208,8.02084033611776,1,8.02084033611776,1,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
475,2025-08-28,1,494116,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
476,2025-04-24,1,669650,148.65130580167678,2,148.65130580167678,2,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
477,2025-06-05,1,152588,0.0,0,0.0,0,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
478,2025-07-31,1,590253,0.0,0,0.0,0,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
479,2025-06-19,1,478933,118.00500692373276,6,118.00500692373276,6,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
480,2025-08-21,1,505586,7.88977457509018,1,7.88977457509018,1,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
481,2025-10-16,3,616704,274.6254485470859,2,274.6254485470859,2,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
482,2025-05-08,1,336207,7.30373933692795,1,7.30373933692795,1,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
483,2025-05-29,1,428750,0.0,0,0.0,0,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
484,2025-10-16,3,277272,0.0,0,0.0,0,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
485,2025-09-04,1,213976,114.6870022011386,3,114.6870022011386,3,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
486,2025-05-22,1,342158,229.681318209767,2,229.681318209767,2,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
487,2025-10-02,3,376095,547.9466445159951,4,547.9466445159951,4,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
488,2025-09-04,1,124523,53.863816209182446,3,53.863816209182446,3,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
489,2025-08-21,1,735471,0.0,0,0.0,0,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
490,2025-06-26,1,764334,363.00713879409994,5,363.0071387940999,5,5.684341886080802e-14,True,True,2025-06-26,2025-06-27,2025-07-26,True
491,2025-07-31,1,905622,0.0,0,0.0,0,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
492,2025-05-15,1,629578,306.425495848692,2,306.425495848692,2,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
493,2025-05-01,1,146477,15.2915284862634,1,15.2915284862634,1,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
494,2025-05-01,1,381077,27.9777373196762,1,27.9777373196762,1,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
495,2025-08-28,1,476549,310.8589560065286,4,310.8589560065286,4,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
496,2025-10-02,3,830933,409.1156426237471,9,409.115642623747,9,5.684341886080802e-14,True,True,2025-10-02,2025-10-03,2025-11-01,True
497,2025-08-07,1,499244,18.07355408363553,2,18.07355408363553,2,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
498,2025-06-19,1,325927,505.823574710219,1,505.823574710219,1,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
499,2025-04-17,1,748243,48.86932780877865,3,48.86932780877866,3,7.105427357601002e-15,True,True,2025-04-17,2025-04-18,2025-05-17,True
500,2025-04-17,1,279851,0.0,0,0.0,0,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
501,2025-04-24,1,452068,0.0,0,0.0,0,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
502,2025-06-05,1,560141,58.7848017517655,2,58.7848017517655,2,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
503,2025-06-12,1,742719,0.0,0,0.0,0,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
504,2025-06-26,1,400515,158.5659694232325,3,158.5659694232325,3,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
505,2025-04-03,1,138203,247.250412676467,1,247.250412676467,1,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
506,2025-07-17,1,296885,71.7162646469819,1,71.7162646469819,1,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
507,2025-05-22,1,46439,0.0,0,0.0,0,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
508,2025-07-03,1,871746,201.2179451274154,2,201.2179451274154,2,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
509,2025-04-10,1,164856,13.5084131285879,1,13.5084131285879,1,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
510,2025-08-28,1,12243,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
511,2025-09-04,3,566845,426.5351651076148,10,426.5351651076147,10,5.684341886080802e-14,True,True,2025-09-04,2025-09-05,2025-10-04,True
512,2025-07-03,1,471706,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
513,2025-07-31,1,88095,8.74995873710648,1,8.74995873710648,1,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
514,2025-05-01,1,24463,0.0,0,0.0,0,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
515,2025-06-19,1,637636,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
516,2025-09-18,3,82551,0.0,0,0.0,0,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
517,2025-06-19,1,848686,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
518,2025-06-19,1,467314,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
519,2025-08-28,1,14140,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
520,2025-04-24,1,196224,0.0,0,0.0,0,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
521,2025-06-05,1,112002,0.0,0,0.0,0,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
522,2025-04-10,1,665906,0.0,0,0.0,0,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
523,2025-09-11,1,743398,0.0,0,0.0,0,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
524,2025-08-21,1,352632,163.75783433338302,8,163.75783433338302,8,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
525,2025-09-04,1,835978,43.02011252360728,2,43.02011252360728,2,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
526,2025-05-01,1,497256,506.02182360585675,13,506.02182360585675,13,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
527,2025-06-26,1,914267,0.0,0,0.0,0,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
528,2025-08-28,1,632404,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
529,2025-06-12,1,276109,100.773555507124,1,100.773555507124,1,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
530,2025-07-24,1,865535,0.0,0,0.0,0,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
531,2025-08-21,1,12030,0.0,0,0.0,0,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
532,2025-07-24,1,616653,0.0,0,0.0,0,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
533,2025-08-07,1,678981,0.0,0,0.0,0,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
534,2025-04-10,1,170971,89.5154530424631,2,89.5154530424631,2,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
535,2025-08-21,1,653596,18.7616193918652,1,18.7616193918652,1,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
536,2025-05-29,1,895152,139.4253000268235,6,139.4253000268235,6,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
537,2025-10-16,3,466867,0.0,0,0.0,0,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
538,2025-07-10,1,381443,65.1415294372735,2,65.1415294372735,2,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
539,2025-04-03,1,410964,43.81465699093924,3,43.81465699093924,3,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
540,2025-04-24,1,714829,0.0,0,0.0,0,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
541,2025-07-24,1,119767,0.0,0,0.0,0,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
542,2025-04-03,1,213080,0.0,0,0.0,0,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
543,2025-06-05,1,139275,0.0,0,0.0,0,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
544,2025-06-19,1,687944,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
545,2025-05-08,1,417058,0.0,0,0.0,0,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
546,2025-08-14,1,50146,183.8753231880572,8,183.87532318805722,8,2.842170943040401e-14,True,True,2025-08-14,2025-08-15,2025-09-13,True
547,2025-10-16,3,188010,326.4838933440693,16,326.4838933440693,16,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
548,2025-09-04,3,840332,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
549,2025-10-02,3,407614,139.54968039419137,5,139.54968039419137,5,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
550,2025-05-29,1,851191,23.8432184802549,2,23.8432184802549,2,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
551,2025-04-17,1,812966,23.3242107472459,2,23.3242107472459,2,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
552,2025-07-17,1,57840,218.9353598426735,5,218.9353598426735,5,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
553,2025-04-03,1,625827,804.1345620858198,15,804.1345620858198,15,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
554,2025-08-07,1,251585,81.16582983566781,5,81.16582983566781,5,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
555,2025-05-01,1,612346,0.0,0,0.0,0,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
556,2025-05-22,1,759166,40.1170261370477,1,40.1170261370477,1,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
557,2025-06-19,1,214506,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
558,2025-09-11,1,496278,35.1818550309005,1,35.1818550309005,1,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
559,2025-04-24,1,360314,0.0,0,0.0,0,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
560,2025-07-03,1,548843,38.30146980789319,2,38.30146980789319,2,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
561,2025-06-12,1,540223,0.0,0,0.0,0,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
562,2025-04-03,1,511520,0.0,0,0.0,0,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
563,2025-04-24,1,582323,31.97552730787482,2,31.97552730787482,2,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
564,2025-05-29,1,877739,0.0,0,0.0,0,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
565,2025-06-19,1,649645,173.56305020292925,8,173.56305020292928,8,2.842170943040401e-14,True,True,2025-06-19,2025-06-20,2025-07-19,True
566,2025-09-11,1,885114,0.0,0,0.0,0,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
567,2025-09-04,3,296654,896.258622651906,14,896.2586226519061,14,1.1368683772161603e-13,True,True,2025-09-04,2025-09-05,2025-10-04,True
568,2025-04-17,1,112069,0.0,0,0.0,0,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
569,2025-08-21,1,332141,0.0,0,0.0,0,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
570,2025-08-21,1,101027,184.8240851116068,2,184.8240851116068,2,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
571,2025-07-17,1,345388,14.1524244295806,1,14.1524244295806,1,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
572,2025-10-02,3,739841,0.0,0,0.0,0,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
573,2025-09-18,3,595110,37.2447751672003,1,37.2447751672003,1,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
574,2025-07-17,1,300651,6.72133231195853,1,6.72133231195853,1,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
575,2025-10-16,3,608016,0.0,0,0.0,0,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
576,2025-09-04,3,530962,492.5087290417536,5,492.50872904175367,5,5.684341886080802e-14,True,True,2025-09-04,2025-09-05,2025-10-04,True
577,2025-05-29,1,872603,67.48664111553406,3,67.48664111553406,3,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
578,2025-10-16,3,111540,43.639853611762,2,43.639853611762,2,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
579,2025-09-18,3,659136,77.1620047806242,2,77.1620047806242,2,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
580,2025-04-03,1,46395,127.19343131658171,3,127.19343131658172,3,1.4210854715202004e-14,True,True,2025-04-03,2025-04-04,2025-05-03,True
581,2025-04-03,1,613023,0.0,0,0.0,0,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
582,2025-09-11,1,25117,157.31411688232046,2,157.31411688232046,2,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
583,2025-07-17,1,174471,238.6707653587589,5,238.6707653587589,5,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
584,2025-05-22,1,80677,9.91378312682397,1,9.91378312682397,1,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
585,2025-08-07,1,155726,1740.6857211667143,12,1740.6857211667143,12,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
586,2025-07-10,1,128767,374.6244497312174,15,374.62444973121745,15,5.684341886080802e-14,True,True,2025-07-10,2025-07-11,2025-08-09,True
587,2025-07-17,1,101278,15.9368654781838,1,15.9368654781838,1,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
588,2025-07-17,1,276539,0.0,0,0.0,0,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
589,2025-07-10,1,611941,0.0,0,0.0,0,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
590,2025-09-04,1,334213,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
591,2025-09-18,3,7137,181.8025394348891,2,181.8025394348891,2,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
592,2025-08-28,1,787480,16.402172999573,1,16.402172999573,1,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
593,2025-05-01,1,831327,14.4530609668753,1,14.4530609668753,1,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
594,2025-09-04,3,625466,122.11866312465719,2,122.11866312465719,2,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
595,2025-05-08,1,237949,0.0,0,0.0,0,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
596,2025-07-24,1,237719,24.9900785986831,1,24.9900785986831,1,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
597,2025-06-26,1,282882,62.10082554645181,3,62.1008255464518,3,7.105427357601002e-15,True,True,2025-06-26,2025-06-27,2025-07-26,True
598,2025-05-29,1,548815,43.53721233585107,2,43.53721233585107,2,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
599,2025-05-22,1,655145,20.59938019035765,2,20.59938019035765,2,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
600,2025-04-03,1,659541,93.5673368184605,5,93.5673368184605,5,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
601,2025-04-03,1,663930,0.0,0,0.0,0,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
602,2025-05-22,1,207419,0.0,0,0.0,0,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
603,2025-07-10,1,491752,27.7101937528554,2,27.7101937528554,2,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
604,2025-05-22,1,217064,171.475611174299,1,171.475611174299,1,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
605,2025-06-26,1,62506,399.10735080173396,9,399.10735080173396,9,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
606,2025-04-03,1,147014,150.22358868317122,5,150.2235886831712,5,2.842170943040401e-14,True,True,2025-04-03,2025-04-04,2025-05-03,True
607,2025-09-11,1,786976,56.5641640420435,3,56.5641640420435,3,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
608,2025-05-01,1,503948,117.1651941926174,3,117.1651941926174,3,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
609,2025-04-24,1,376902,264.99317099435973,4,264.99317099435973,4,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
610,2025-04-17,1,177485,72.34984688858276,3,72.34984688858276,3,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
611,2025-08-28,1,540553,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
612,2025-08-21,1,910680,292.434331171834,4,292.434331171834,4,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
613,2025-08-21,1,848553,0.0,0,0.0,0,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
614,2025-06-19,1,69284,31.3889523577386,2,31.3889523577386,2,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
615,2025-10-16,3,491414,212.950748287021,7,212.95074828702099,7,2.842170943040401e-14,True,True,2025-10-16,2025-10-17,2025-11-15,True
616,2025-04-03,1,698381,0.0,0,0.0,0,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
617,2025-09-11,1,503811,188.02878689623697,8,188.028786896237,8,2.842170943040401e-14,True,True,2025-09-11,2025-09-12,2025-10-11,True
618,2025-06-05,1,679824,6.52459678935595,1,6.52459678935595,1,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
619,2025-05-29,1,679125,0.0,0,0.0,0,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
620,2025-10-02,3,813358,0.0,0,0.0,0,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
621,2025-09-04,3,529783,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
622,2025-10-02,3,788290,16.8157417577386,1,16.8157417577386,1,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
623,2025-05-15,1,607140,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
624,2025-10-02,3,898782,111.328326067695,1,111.328326067695,1,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
625,2025-05-22,1,837804,270.7582191492721,2,270.7582191492721,2,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
626,2025-06-05,1,165959,36.2407414886959,3,36.2407414886959,3,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
627,2025-04-17,1,689113,21.8842618086261,1,21.8842618086261,1,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
628,2025-06-05,1,539862,0.0,0,0.0,0,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
629,2025-05-15,1,477858,99.0043378440072,2,99.0043378440072,2,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
630,2025-04-17,1,634416,0.0,0,0.0,0,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
631,2025-06-05,1,755527,0.0,0,0.0,0,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
632,2025-07-31,1,795735,311.3761115456285,6,311.3761115456285,6,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
633,2025-05-08,1,580365,133.47736020544698,8,133.47736020544698,8,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
634,2025-04-24,1,623165,230.08823282201,2,230.08823282201,2,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
635,2025-09-18,3,257455,431.5550105808407,13,431.55501058084076,13,5.684341886080802e-14,True,True,2025-09-18,2025-09-19,2025-10-18,True
636,2025-08-21,1,743188,34.7720876726216,1,34.7720876726216,1,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
637,2025-07-03,1,598340,190.0597076046895,4,190.0597076046895,4,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
638,2025-10-16,3,560180,6597.125072709928,3,6597.125072709928,3,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
639,2025-08-14,1,528989,0.0,0,0.0,0,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
640,2025-10-16,3,888313,0.0,0,0.0,0,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
641,2025-08-21,1,899890,20.6258092456896,1,20.6258092456896,1,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
642,2025-06-19,1,120554,17.9738572604909,1,17.9738572604909,1,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
643,2025-10-16,3,385794,0.0,0,0.0,0,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
644,2025-05-29,1,699662,0.0,0,0.0,0,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
645,2025-05-08,1,351028,51.2176225744596,1,51.2176225744596,1,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
646,2025-05-01,1,784959,0.0,0,0.0,0,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
647,2025-10-02,3,803419,6.04090209825208,1,6.04090209825208,1,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
648,2025-07-10,1,849371,1331.0736900519223,11,1331.0736900519223,11,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
649,2025-07-10,1,892352,16.8054172002063,1,16.8054172002063,1,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
650,2025-07-31,1,414791,58.95660004152557,2,58.95660004152557,2,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
651,2025-04-03,1,548758,187.96663926038286,6,187.96663926038286,6,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
652,2025-05-29,1,17684,0.0,0,0.0,0,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
653,2025-07-17,1,904876,362.5228411309181,9,362.52284113091815,9,5.684341886080802e-14,True,True,2025-07-17,2025-07-18,2025-08-16,True
654,2025-07-10,1,616545,0.0,0,0.0,0,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
655,2025-08-21,1,806728,45.0634450773672,3,45.063445077367206,3,7.105427357601002e-15,True,True,2025-08-21,2025-08-22,2025-09-20,True
656,2025-07-31,1,840918,114.48989982322962,5,114.48989982322962,5,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
657,2025-10-02,3,846723,0.0,0,0.0,0,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
658,2025-06-19,1,805845,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
659,2025-08-14,1,677403,0.0,0,0.0,0,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
660,2025-04-10,1,194630,26.9794000340507,1,26.9794000340507,1,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
661,2025-06-12,1,422869,157.5122674732579,3,157.5122674732579,3,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
662,2025-08-21,1,733852,168.4882139077736,4,168.4882139077736,4,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
663,2025-05-29,1,482788,905.6983567572736,6,905.6983567572738,6,2.2737367544323206e-13,True,True,2025-05-29,2025-05-30,2025-06-28,True
664,2025-09-04,3,205092,1196.9754290154,3,1196.9754290154,3,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
665,2025-09-18,3,849039,0.0,0,0.0,0,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
666,2025-10-16,3,289957,228.010700198848,7,228.01070019884804,7,2.842170943040401e-14,True,True,2025-10-16,2025-10-17,2025-11-15,True
667,2025-04-10,1,329168,366.9500981018438,9,366.9500981018438,9,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
668,2025-05-01,1,642452,75.1426427263009,1,75.1426427263009,1,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
669,2025-09-18,3,815914,38.3081675723875,1,38.3081675723875,1,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
670,2025-06-19,1,262290,15.862245017311,1,15.862245017311,1,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
